TITLE = "INITIAL NODES, ELEMENTS "
VARIABLES = "X", "Y", "Z", "INDEX"
ZONE I=11, J=31, K=5, F=POINT
-3.646504374800e-001  0.000000000000e+000  6.116394083250e+000  0.000000000000e+000 
 4.789978718020e-001  0.000000000000e+000  5.272745773968e+000  0.000000000000e+000 
 1.322646181084e+000  0.000000000000e+000  4.429097464686e+000  0.000000000000e+000 
 2.166294490366e+000  0.000000000000e+000  3.585449155404e+000  0.000000000000e+000 
 3.009942799648e+000  0.000000000000e+000  2.741800846122e+000  0.000000000000e+000 
 3.853591108930e+000  0.000000000000e+000  1.898152536840e+000  0.000000000000e+000 
 4.482872887144e+000  0.000000000000e+000  2.527434315054e+000  0.000000000000e+000 
 5.112154665358e+000  0.000000000000e+000  3.156716093268e+000  0.000000000000e+000 
 5.741436443572e+000  0.000000000000e+000  3.785997871482e+000  0.000000000000e+000 
 6.370718221786e+000  0.000000000000e+000  4.415279649696e+000  0.000000000000e+000 
 7.000000000000e+000  0.000000000000e+000  5.044561427910e+000  0.000000000000e+000 
 
-6.171754062314e-001 -2.664955306433e-012  6.536651648732e+000  0.000000000000e+000 
-1.808270763844e-001 -1.136681380456e+000  6.089640894771e+000  7.000000000000e+000 
 7.075186750713e-001 -1.125498611983e+000  5.239487432456e+000  7.000000000000e+000 
 1.623769134351e+000 -1.101662884913e+000  4.385272789323e+000  7.000000000000e+000 
 2.603235340936e+000 -1.035871378805e+000  3.521857885721e+000  7.000000000000e+000 
 3.746407843397e+000 -7.286237082695e-001  2.634617580588e+000  7.000000000000e+000 
 4.675213814790e+000 -1.035871378803e+000  3.220307362951e+000  7.000000000000e+000 
 5.440313490287e+000 -1.101662884944e+000  3.829822546848e+000  7.000000000000e+000 
 6.142197418492e+000 -1.125498612041e+000  4.448537991212e+000  7.000000000000e+000 
 6.816176638738e+000 -1.136681380956e+000  5.071314616413e+000  7.000000000000e+000 
 7.000000000000e+000 -1.445002672672e-012  5.515586632325e+000  0.000000000000e+000 
 
-8.697003749829e-001 -2.960706898331e-012  6.956909214214e+000  0.000000000000e+000 
-3.152512895135e-001 -1.120691133034e+000  6.497735254971e+000  9.000000000000e+000 
 3.495940596810e-001 -2.156247901369e+000  6.012444740039e+000  7.000000000000e+000 
 1.352879572924e+000 -2.071742757593e+000  5.145563234604e+000  7.000000000000e+000 
 2.436072073189e+000 -1.897979377772e+000  4.267052267756e+000  7.000000000000e+000 
 3.639224577883e+000 -1.457247416539e+000  3.371082624333e+000  7.000000000000e+000 
 4.628010551460e+000 -1.897979377776e+000  3.948043068413e+000  7.000000000000e+000 
 5.496836520629e+000 -2.071742757627e+000  4.542462189065e+000  7.000000000000e+000 
 6.285755502180e+000 -2.156247902258e+000  5.148510771217e+000  7.000000000000e+000 
